OID_,L_LADD,L_HADD,R_LADD,R_HADD,PREDIR,STREET,SUFFIX,POSDIR,STREETNAME,UPDATED,UPDATED_BY,CREATED,ROUTE_NO,STREET_ID,SOURCE,ST_CLASS,CATCHBASIN,METERREAD,PRIORITY,SNOWRT,LEAFRT,TRASHRT,ENABLED,ONE_WAY,SPEED,PS_1,PS_2,SYMBOLOGY,PARKZONE,STSEGID,created_us,created_da,last_edite,last_edi_1,Shape_len
1160,201.000000000000000,499.000000000000000,200.000000000000000,498.000000000000000, ,4TH,ST,NW,4TH ST NW,3/11/2005 0:00:00, ,RLC,1,0.000000000000000, ,LC,1, ,PRIMARY,4,2G,THURSDAY,1.000000000000000, ,25, , ,8, ,81177.000000000000000, ,, ,,1142.675837230000070
1161,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,4TH,ST,NW,4TH ST NW,3/11/2005 0:00:00, ,RLC,0,0.000000000000000, ,LC,1, ,PRIMARY,4,2G,THURSDAY,1.000000000000000, ,25, , ,8, ,81178.000000000000000, ,, ,,62.684937254300003
1367,201.000000000000000,215.000000000000000,200.000000000000000,214.000000000000000, ,CREAM,ST, ,CREAM ST,8/17/2011 0:00:00,RAE, ,1,0.000000000000000, ,LC,1, ,SECONDARY,4,2A,THURSDAY,1.000000000000000, ,25, , ,8, ,81385.000000000000000, ,, ,,200.052818666000007
1368,600.000000000000000,626.000000000000000,601.000000000000000,713.000000000000000, ,BROWN,ST, ,BROWN ST,3/11/2005 0:00:00, , ,1,0.000000000000000, ,LC,1, ,SECONDARY,4,2G,THURSDAY,1.000000000000000, ,25, , ,8, ,81386.000000000000000, ,, ,,528.050055074000056
1502,320.000000000000000,334.000000000000000,321.000000000000000,333.000000000000000,W,MAIN,ST, ,W MAIN ST,11/29/2010 0:00:00,RAE, ,1,0.000000000000000, ,PA,1, ,PRIMARY,5,2G,UP/ DOWN,1.000000000000000, ,25, , ,2, ,81522.000000000000000, ,,COOKR,11/10/2014 0:00:00,162.606169977999997
2084,475.000000000000000,489.000000000000000,0.000000000000000,0.000000000000000, ,RIDGE MCINTIRE,RD, ,RIDGE MCINTIRE RD,3/12/2010 0:00:00,PER, ,1,0.000000000000000, ,PA,1, ,AUX 2,AUX 2,2G,N/A,1.000000000000000,TF,25, , ,2, ,82116.000000000000000, ,,COOKR,11/10/2014 0:00:00,186.439190790999987
2085,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,CROSSOVER, , ,CROSSOVER,11/9/2011 0:00:00,RAE, ,1,0.000000000000000, ,PA,1, ,AUX 2,AUX 2,2G,N/A,1.000000000000000, ,25, , ,8, ,82117.000000000000000, ,, ,,38.398548746199999
2086,471.000000000000000,473.000000000000000,0.000000000000000,0.000000000000000, ,RIDGE MCINTIRE,RD, ,RIDGE MCINTIRE RD,11/9/2011 0:00:00,RAE, ,1,0.000000000000000, ,PA,1, ,AUX 2,AUX 2,2G,N/A,1.000000000000000,TF,25, , ,2, ,82118.000000000000000, ,,COOKR,11/10/2014 0:00:00,191.329383186999991
2087,451.000000000000000,469.000000000000000,0.000000000000000,0.000000000000000, ,RIDGE MCINTIRE,RD, ,RIDGE MCINTIRE RD,11/9/2011 0:00:00,RAE, ,1,0.000000000000000, ,PA,1, ,AUX 2,AUX 2,2G,N/A,1.000000000000000,TF,25, , ,2, ,82119.000000000000000, ,,COOKR,11/10/2014 0:00:00,109.566475839000006
2088,422.000000000000000,440.000000000000000,0.000000000000000,0.000000000000000, ,PRESTON,AVE, ,PRESTON AVE,11/9/2011 0:00:00,RAE, ,1,0.000000000000000, ,PA,1, ,AUX 2,AUX 2,2A,THURSDAY,1.000000000000000,TF,35, , ,2, ,82120.000000000000000, ,, ,,340.850829060000024
2089,400.000000000000000,420.000000000000000,0.000000000000000,0.000000000000000, ,PRESTON,AVE, ,PRESTON AVE,11/9/2011 0:00:00,RAE, ,1,0.000000000000000, ,PA,1, ,AUX 2,AUX 2,2A,THURSDAY,1.000000000000000,TF,35, , ,2, ,82121.000000000000000, ,, ,,114.478900886000005
2090,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,PRESTON,AVE, ,PRESTON AVE,11/9/2011 0:00:00,RAE,RAE,1,0.000000000000000, ,PA,1, ,AUX 2,AUX 2,2A,THURSDAY,1.000000000000000,FT,25, , ,2, ,82122.000000000000000, ,,EMERICKR,9/9/2015 0:00:00,150.018956994999996
2094,241.000000000000000,271.000000000000000,0.000000000000000,0.000000000000000, ,RIDGE MCINTIRE,RD, ,RIDGE MCINTIRE RD,11/9/2011 0:00:00,RAE, ,1,0.000000000000000, ,PA,1, ,AUX 2,AUX 2,2G,N/A,1.000000000000000,TF,25, , ,2, ,82126.000000000000000, ,,COOKR,11/10/2014 0:00:00,234.671348662000014
2095,237.000000000000000,239.000000000000000,0.000000000000000,0.000000000000000, ,RIDGE MCINTIRE,RD, ,RIDGE MCINTIRE RD,11/9/2011 0:00:00,RAE, ,1,0.000000000000000, ,PA,1, ,AUX 2,AUX 2,2G,N/A,1.000000000000000,TF,25, , ,2, ,82127.000000000000000, ,,COOKR,11/10/2014 0:00:00,58.939675136500000
2096,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,CROSSOVER, , ,CROSSOVER,11/9/2011 0:00:00,RAE,RAE,1,0.000000000000000, ,PA,1, ,AUX 2,AUX 2,2G,N/A,1.000000000000000,FT,25, , ,8, ,82128.000000000000000, ,, ,,40.499669724699999
2097,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, ,CROSSOVER, , ,CROSSOVER,11/9/2011 0:00:00,RAE,RAE,1,0.000000000000000, ,PA,1, ,AUX 2,AUX 2,2G,N/A,1.000000000000000,FT,25, , ,8, ,82129.000000000000000, ,, ,,39.927439499700000
2167,0.000000000000000,0.000000000000000,301.000000000000000,319.000000000000000,W,MAIN,ST, ,W MAIN ST,11/10/2011 0:00:00,RAE, ,1,0.000000000000000, ,PA,1, ,PRIMARY,5,2G,UP/ DOWN,1.000000000000000, ,25, , ,2, ,82201.000000000000000, ,,COOKR,11/10/2014 0:00:00,262.585765836000007
2170,201.000000000000000,235.000000000000000,0.000000000000000,0.000000000000000, ,RIDGE MCINTIRE,RD, ,RIDGE MCINTIRE RD,11/10/2011 0:00:00,RAE, ,1,0.000000000000000, ,PA,1, ,AUX 2,AUX 2,2G,N/A,1.000000000000000,TF,25, , ,2, ,82204.000000000000000, ,,COOKR,11/10/2014 0:00:00,425.363312160000021
2173,300.000000000000000,318.000000000000000,0.000000000000000,0.000000000000000,W,MAIN,ST, ,W MAIN ST,11/29/2010 0:00:00,RAE, ,1,0.000000000000000, ,MA,1, ,PRIMARY,5,2G,UP/ DOWN,1.000000000000000,TF,25, , ,2, ,82207.000000000000000, ,,COOKR,11/10/2014 0:00:00,245.980972446000010
